avg_sale_price,color,highest_bid,lowest_ask,number_of_sales,price_premium,product_title,release_date,retail_price,style,volatility
172, Summit White/Red Orbit-White-Black-Deep Royal Blue-Blackened Blue ,180,129,2885,58.4,Nike Air Force 1 Type, 06/28/2019 ,140, CI0054-100 ,14.2
205, Pink/Pink ,322,203,3228,53.3,Nike KD 12 Aunt Pearl, 12/27/2019 ,150, CT2740-900 ,11.3
156, Light Orewood Brown/Light Arctic Pink-Sail-Olive Grey ,114,121,20,9.1,Nike Air Force 1 LXX Light Orewood Brown (W), 08/01/2020 ,110, DC1425-100 ,16.1
129, White/White-Summit White-Vast Grey ,130,115,21,,Nike Air Force 1 Craft White,,, CN2873-101 ,13.1
145, Neptune Green/Midnight Turquoise-Aurora-Hyper Crimson ,100,114,40,-28.8,Nike Zoom Fly 3 Premium Neptune Green/Midnight Turquoise,,160, CD4570-300 ,6.4
93, Black/White ,64,67,79,-27,Nike Free RN 2018 Black White, 01/01/2018 ,100, 942836-001 ,15.9
464, White/Black-Multi-Color ,405,425,94,6.3,Nike Adapt BB 2.0 Tie Dye (US Charger),,400, BQ5397-100 ,16.2
438, White/Black-Red-Barely Volt ,385,367,97,56,Nike Air Zoom Alphafly Next% Watermelon, 07/02/2020 ,250, CI9925-100 ,12.4
178, White/Metallic Cool Grey-Black ,225,170,100,5.1,Nike Golf Tour Premiere White Metallic Cool Grey, 01/01/2017 ,200, AO2241-101 ,20.8
166, Black/Hyper Crimson-Metallic Silver ,140,150,100,53.3,Nike SuperRep Cycle Black Hyper Crimson, 05/26/2020 ,120, CW2191-008 ,7.7
122, Teal Tint/Midnight Navy-Jade Aura-Sail ,150,97,102,7.3,Nike Daybreak Teal Tint Midnight Navy, 06/30/2020 ,110, CZ0614-300 ,10.4
128, White/White-Black-White ,95,116,117,-51.1,Nike Air VaporMax 360 Triple White (W), 03/23/2020 ,225, CK9670-100 ,17.3
370, Black/Electric Green ,325,313,123,32,Air Zoom Alphafly Next% Black Electric Green (W), 02/29/2020 ,250, CZ1514-400 ,13.2
157, White/Gum Light Brown-White ,185,150,139,66.7,Nike Air Max 1 Golf White Gum Black Swoosh, 09/01/2019 ,120, AQ0863-101B ,15.4
38, Black/Metallic Gold ,30,29,143,20,Nike Benassi Slides Just Do It, 01/01/2019 ,25, 343880-016 ,2
148, Pale Ivory/Cool Grey-Black-Pale Ivory ,173,110,154,-25,Nike ZoomX Vista Grind Pale Ivory Black (W), 11/01/2019 ,160, BQ4800-101 ,18.2
176, Velvet Brown/Pink-Light British Tan ,151,142,156,,Nike Air Max 90 Cuban Link Velvet Brown (W), 06/11/2020 ,, CZ0469-200 ,12.8
87, Black/Volt-New Green-Hot Punch ,106,74,182,-50,Nike Air Force Max Multi-Color, 01/15/2019 ,160, AR0974-005 ,19.9
65, Deep Jungle/Black-Wolf Grey ,50,45,183,-70,Nike ACG React Terra Gobe Deep Jungle, 05/09/2019 ,150, BV6344-300 ,13.9
145, Light Cream/Terra Blush-Dusty Peach-Metallic Gold ,110,117,193,-22,Nike Air Max 270 Light Cream Terra Blush (W), 01/01/2019 ,150, AH6789-203 ,13.2
113, Light Beige Chalk/Summit White/Team Orange/Platinum Tint ,85,95,197,-13.3,Nike Air Max 270 React Light Beige Chalk (W), 07/30/2019 ,150, AT6174-200 ,15.8
87, Black/Dynamic Yellow-Aurora Green ,92,69,207,-30.8,Nike React Presto Octopus, 07/20/2019 ,120, CK0847-001 ,7.4
99, Black/Black-Laser Fuchsia-Regency Purple-Atomic Violet ,108,84,217,-49.9,Nike Air Max 720 Black Laser Fuchsia, 04/26/2019 ,180, AO2924-005 ,14.5
105, Persian Violet/Pollen Rise-Black ,100,84,237,-21.5,Nike Air Max 90 ACG Persian Violet, 03/25/2020 ,130, CN1080-500 ,10.4
173, Metallic Silver/Metallic Dark Grey/Black/Max Orange ,126,149,244,-31.6,Nike Air VaporMax 360 Metallic Silver,,225, CK2718-004 ,14.8
148, Black/Black-Black ,140,105,249,-28.1,Nike Air Max Plus Triple Black Leather, 04/19/2018 ,160, AJ2029-001 ,16.8
116, Black/Silver/White/Yellow ,105,114,297,-16.7,Nike Air Max Plus Bumble Bee, 02/21/2019 ,160, CI2299-002 ,9.3
143, Bicycle Yellow/Opti Yellow-Fossil-White ,125,122,305,26,Nike Blazer Mid 77 Bicycle Yellow (W), 06/01/2020 ,100, CZ0363-700 ,8.2
108, Teal Tint/White-Washed Coral-Oxygen Purple ,120,115,298,21.7,Nike React Presto Teal Tint Oxygen Purple (W), 05/16/2019 ,120, CJ4982-317 ,14.2
403, Black/Black-Black ,582,447,306,,Nike Free TR 3 Flyknit SP MMW Black (W), 06/27/2019 ,, AQ9201-001 ,10
173, Bright Crimson/White-Black-Electric Green ,250,165,312,66.7,Nike CruzrOne Bright Crimson, 11/20/2019 ,150, CD7307-600 ,17
124, Pale Pink/Violet Ash-Black-Pale Pink ,131,111,325,-31.2,Nike Air Max 97 Pale Pink (W), 05/01/2019 ,170, 921733-602 ,23.9
221, Deep Royal Blue/Ghost Aqua-Red Orbit ,240,155,356,-42,Nike Vaporfly 4% Flyknit Deep Royal Blue, 01/01/2019 ,250, AJ3857-400 ,36.9
142, Black/Black ,125,119,357,-64.3,Nike SFB Mountain Undercover Black, 04/14/2019 ,350, BV4580-001 ,40.9
146, White/Grey Fog/Midnight Navy/White ,150,134,357,,Nike Air Force 1 Utility White (2020), 01/01/2020 ,, CV3039-100 ,6.9
96, Light Beige Chalk/Summit White/Team Orange/Platinum Tint ,107,83,387,-32.8,Nike Air Max 270 React Light Beige Chalk, 07/30/2019 ,150, AO4971-200 ,13.9
81, Varsity Red/Black-White ,65,60,404,-49.3,Nike Air Max Uptempo 95 Bulls,,150, CK0892-600 ,8.8
127, Light Smoke Grey/Barely Volt-Oracle Aqua ,110,111,405,22.9,Nike Air Force 1 Shadow Barely Volt Oracle Aqua (W),,110, CK3172-001 ,12.5
136, White/Metallic Gold-Black ,150,105,513,-18.7,Nike Air Max 90 Tokyo Olympics (2020), 01/03/2020 ,150, CU3005-171 ,17.8
126, Electro Green/Blue Lagoon/Hyper Jade/Flash Crimson ,132,123,520,-18,Nike Air Max 270 React Psychedelic Movement (W), 07/18/2019 ,150, AT6174-300 ,19.8
102, White/Multi-Color ,160,100,566,13,Nike Blazer Mid Patchwork, 05/15/2019 ,115, CI9887-100 ,25.2
113, White/Black ,160,80,576,-38.5,Nike Kyrie 5 Cookies & Cream, 03/22/2019 ,130, AO2918-100 ,38.7
387, Black/Black-Sienna ,575,402,592,422.8,Nike SB Dunk Low Black Pigeon, 11/11/2017 ,110, 883232-008 ,11.6
123, Black/Black-Black ,120,111,593,-28.9,Nike Air VaporMax 2019 Triple Black (W), 01/10/2019 ,190, AR6632-002 ,7.8
333, White/Gold/Purple ,306,225,599,40,Nike LeBron 17 Bron 2K Playoffs, 04/18/2019 ,225,,11.9
197, Viotech/Dandelion-Viola-Grey Slate ,250,135,612,4.6,Nike Air Trainer 3 Viotech (2020), 06/01/2020 ,130, CZ6393-500 ,5.3
77, Parachute Beige/Black-Ale Brown ,126,119,616,10.3,Nike SB Dunk High Pro Desert Camo, 03/19/2019 ,100, BQ6826-200 ,21.4
125, White/Pure Platinum-Black-Reflect Silver ,130,100,675,-0.6,Nike Air Max 98 White, 02/28/2018 ,160, 640744-106 ,16.4
132, Pale Ivory/Orange Peel ,150,96,687,-38.1,Nike React Element 87 Orange Peel, 04/27/2019 ,160, CJ6897-113 ,21.9
134, Vast Grey/Particle Grey-Pure Platinum-White ,150,119,737,-35.6,Nike Air VaporMax 360 OG Grey Red, 01/30/2020 ,225, CK2718-002 ,9.9
97, White/White ,80,95,743,-5,Nike Air Force 1 High White (2016), 01/01/2016 ,100, 315121-115 ,41.8
119, Black/White-Dusty Cactus ,170,112,770,-2.7,Nike Air Max 270 Dusty Cactus, 03/22/2018 ,150, AH8050-001 ,18
104, Black/Wolf Grey-Anthracite ,130,95,1010,-13.6,Nike Air Max 90 Black Wolf Grey, 01/01/2017 ,110, 537384-053 ,28.5
120, Yellow/Blue-White ,110,99,345,-9.2,Nike Air Max 90 Multicolor Suede, 03/12/2020 ,120, CJ0612-700 ,14
83, Light Bone/Metallic Silver-Turf Orange ,140,55,345,114,Nike M2K Tekno Light Bone Turf Orange, 02/23/2019 ,100, CI2969-001 ,23.9
175, White/Aqua-Neutral Grey-Black ,232,210,346,78.8,Nike Air Max 1 Anniversary Aqua, 03/02/2018 ,140, 908375-105 ,17.5
118, Light Soft Pink/Flash Crimson-Pure Platinum-Sail ,220,105,359,26.9,Nike Air Force 1 Low Light Soft Pink Pure Platinum, 08/26/2019 ,130, CI0066-600 ,25.6
107, Deep Royal Blue/Deep Royal Blue ,145,145,371,31.8,Nike SB Dunk Low NBA Deep Royal Blue, 10/13/2018 ,110, AR1577-446 ,7.6
369, Black/Grey-White ,360,260,382,10.3,Nike Air Max 95 Comme des Garcons Black Grey, 01/18/2020 ,350, CU8406-101 ,11.8
271, Summit White/University Gold-Volt ,280,235,425,39.1,Nike ACG Terra Antarktik GORE-TEX Summit White, 01/24/2020 ,220, BV6348-100 ,13.3
147, Black/Tour Yellow-Team Orange-Chile Red ,190,156,435,-8.6,Nike Air Max Plus Greedy, 12/08/2018 ,170, AV7021-001 ,31.9
117, White/Particle Grey-Hyper Grape-Black ,137,106,456,8.3,Nike Air Max 90 Recraft Hyper Grape, 02/15/2020 ,120, CD0881-104 ,10.8
161, Game Royal/Metallic Silver-University Red ,180,129,465,55.6,Nike Air Max 97 Game Royal Metallic Silver University Red, 02/01/2019 ,160, 921826-404 ,10.5
922, Off White/Menta-Wolf Grey-White ,1250,747,476,297.4,Nike Air Max 97 Off-White Menta, 10/18/2018 ,190, AJ4585-101 ,16.9
142, Hyper Turquoise/Pink Blast-White-Black ,200,136,482,-12.1,Nike Air VaporMax Flyknit 3 South Beach, 10/01/2019 ,190, AJ6900-323 ,7.6
139, White/Barely Grape ,155,130,497,30,Nike Air Force 1 Low White Barely Grape (W),,100, CU3449-100 ,12.2
78, Half-Blue/Black-Platinum Tint ,152,83,499,1,Nike Tailwind 79 Be True (2019), 06/01/2019 ,100, BV7930-400 ,23.3
143, Bright Crimson/Court Purple/Aurora/Pink Blast ,178,155,508,-13.2,Nike Air VaporMax Plus Bright Crimson Pink Blast (W), 09/21/2019 ,190, CU4907-600 ,13.7
132, Flax/Gum/Light Brown/Black/Wheat ,190,178,1047,68,Nike Air Force 1 Low Flax (2019), 09/09/2019 ,100, CJ9179-200 ,11.4
134, University Red/Print-Black ,165,140,1053,-3.8,Nike Air Max 97 Leopard Pack Red (W), 01/04/2019 ,160, BV6113-600 ,7.5
132, White/Black-Aluminum ,165,127,1131,-20.6,Nike Air Max 95 Day of the Dead (2019), 10/25/2019 ,170, CT1139-001 ,12.4
136, Sail/Habanero Red-Black ,160,154,1149,-30.9,Nike Air Foamposite One Albino Snakeskin, 06/15/2019 ,230, 314996-101 ,20.8
103, Vast Grey/Fresh Mint-Atmosphere Grey ,105,98,1176,-13.8,Nike Air Max 98 Vast Grey Fresh Mint, 05/19/2019 ,160, 640744-011 ,12.9
107, White/Total Orange-Black-Photo Blue ,190,120,1213,39,Nike Air Max 1 White Photo Blue Black, 04/20/2019 ,110, AH8145-112 ,18.1
136, Black/White ,130,144,1278,-5,Nike Air Max 97 Black White, 08/01/2017 ,160, 921826-001 ,8.4
248, Multi-Color/Black-Volt ,286,200,1296,54.3,Nike Kobe 4 Protro Wizenard, 12/01/2019 ,175, CV3469-001 ,12.6
205, Black/Black-Anthracite-Rush Pink ,230,180,1376,57.3,Nike Air Max 90 20 Undefeated Black, 03/19/2020 ,150, CQ2289-002 ,10.8
197, White/Black-Glass Blue-Challenge Red ,221,110,1708,-17,Nike LeBron 7 NFW Red Carpet (2019), 10/29/2019 ,200, CU5133-100 ,34.5
134, Summit White/Clear-Vast Grey-Pearl White ,201,182,1886,9.7,Nike Air Skylon 2 Fear of God Light Bone, 07/20/2019 ,150, BQ2752-003 ,17.2
169, Multi-Color/Hyper Pink-Lime Blast ,220,75,2020,-10,Nike Air Max 720 OBJ Odell Beckham Jr Young King of The Drip, 06/21/2019 ,200, CK2531-900 ,24.1
174, White/White-Game Royal ,260,249,2114,121.1,Nike SB Dunk Low Premium White Game Royal, 07/20/2019 ,95, CJ6884-100 ,9.7
361, White/Black-Orange Flash ,650,444,3401,379,Nike SB Dunk Low Raygun Tie-Dye White, 12/27/2019 ,100, BQ6832-101 ,7.6
235, Deep Royal Blue/White-Multi-Color ,350,600,6,25,Nike Air VaporMax 2020 Flyknit Deep Royal Blue Multi-Color, 08/06/2020 ,220, CJ6740-400 ,8.6
173, White/Reflect Silver ,120,175,12,50,Nike Air Force 1 Low Misplaced Swooshes White Multi,,100, CK7214-101 ,15.7
208, Hyper Pink/Pink Foam-Glacier Ice-Black ,185,187,27,-45,Nike Air VaporMax Plus Hyper Pink Glacier Ice (W), 06/30/2020 ,200, CZ7954-600 ,40.6
139, White/Field Purple-Amarillo-Light Smoke Grey ,125,118,40,25,Nike Mamba Fury Lakers Home, 01/01/2020 ,100, CK2087-101 ,17.9
144, White/Black-Pink Foam-Lotus Pink-Volt-Blue Gaze ,110,105,43,-20,Nike Air Max 2090 Pink Foam (W), 04/09/2020 ,150, CW4286-100 ,7
88, Pacific Blue/University Blue/White ,65,83,62,-54,Nike Air Max 270 React Triple Blue,,150, CI3866-400 ,10.7
118, White/White-Sail-Platinum Tint ,96,100,77,17.6,Nike Blazer Mid 77 Vintage Sail Platinum Tint, 05/01/2020 ,100, CW7583-100 ,7.9
111, Black/Anthracite-White-Silver Lilac ,91,92,78,-8.2,Nike Air Force 1 '07 LV8 Black/Anthracite,,110, CD0888-001 ,20.8
167, Particle Grey/Light Smoke Grey-Grey Fog-White ,160,168,88,0.3,Nike Air Max 95 Particle Grey Light Smoke Grey, 03/18/2020 ,170, CT1268-001 ,10.1
109, Pure Platinum/Black-White-Aurora Green ,220,97,89,-6.3,Nike Air Max 97 Platinum Black Aurora Green (W), 10/01/2019 ,160, 921733-065 ,21.4
133, Multi-Color/Racer Blue-Smoke Grey ,106,115,89,-20.7,Nike KD 13 Home Team, 05/01/2020 ,150, CI9948-900 ,24.1
191, White/Track Red-Blue Void ,163,174,93,5.6,Nike React Infinity Run Flyknit Blue Ribbon Sports, 04/25/2020 ,160, CW7597-100 ,10.5
124, Neptune Green/Midnight Turquoise-Hyper Crimson-Black ,81,67,97,-55,Nike Zoom Pegasus Turbo 2 Neptune Green,,180, CN6928-300 ,19.4
101, Thunderstorm/Pure Platinum-Sail ,85,85,106,-10,Nike Blazer Mid 77 Suede Thunderstorm, 01/30/2020 ,100, CI1172-400 ,19.5
233, White/Pink-Teal-Yellow-Black ,249,184,108,,Nike Air Zoom Spiridon Cage 2 size? Carnaby,,,,4.2
113, Fir/White-White-Gum Light Brown ,105,100,120,86.7,Nike SB Blazer Low GT Green Gum, 06/15/2020 ,75, DC0603-300 ,10.5
199, Vivid Purple/Racer Blue-Black-White ,200,172,131,10,Nike Air VaporMax Flyknit 3 Vivid Purple (W), 01/25/2020 ,200, AJ6910-502 ,12.8
129, Vast Grey/Light Cream-Sail-Mystic Navy ,130,130,131,55.6,Nike Air Tailwind 79 Vast Grey Mystic Navy, 07/01/2019 ,90, 487754-011 ,10
83, Bleached Coral/Summit White ,80,68,133,-51.7,Nike Air Max 720 Bleached Coral (W), 07/09/2019 ,180, AR9293-603 ,12.7
149, Midnight Navy/White-Vast Grey-University Red ,120,129,139,37.7,Nike Air Trainer 3 USA (2020), 06/16/2020 ,130, CN0923-400 ,10.8
138, Cardinal Red/Cardinal Red ,135,139,151,-1.4,Nike Air Zoom Spiridon Cage 2 Cardinal Red (W), 04/13/2020 ,140, CD3613-600 ,27.9
100, Hyper Violet/White-Black-Wolf Grey ,90,73,152,-50,Nike Zoom Fly 3 Hyper Violet, 07/11/2019 ,160, AT8240-500 ,8.7
75, Black/Opti Yellow-Orange Peel ,90,70,162,-11,Nike Air Force 1 Low Black Yellow Orange, 05/07/2019 ,100, CJ0524-001 ,11.2
168, Black/Off Noir-Green Strike-Pink Blast ,253,152,164,-33.3,Nike Air VaporMax 360 Black Green Strike Pink Blast, 01/01/2020 ,225, CK2718-003 ,18.9
62, Dark Grey/Dark Grey-Gum Light Brown ,46,44,168,-50,Nike Court Borough Mid Winter Dark Grey, 01/01/2018 ,90, AA0547-001 ,23.1
97, Pure Platinum/Black-Racer Pink-Bleached Aqua ,120,98,178,-28.6,Nike Air Huarache Drift South Beach, 01/25/2018 ,140, AH7335-003 ,22.4
122, Black/Black-Metallic Gold ,150,115,516,-42.1,Nike Air VaporMax 2019 Black Metallic Gold, 01/10/2019 ,190, AR6631-002 ,21.8
145, Multi-Color/Photon Dust-Kinetic Green ,120,120,520,10,Nike Air Max 95 BHM (2020), 02/19/2020 ,180, CT7435-901 ,13.2
136, Metallic Silver/Metallic Silver-White ,110,99,522,-30,Nike Air Max 90 Metallic Silver 2020 (W), 03/26/2020 ,160, CQ6639-001 ,16.5
171, White/Solar Red-Neutral Grey-Medium Grey ,229,160,522,134,Nike Air Max 95 OG Solar Red (2018), 07/19/2018 ,160, AT2865-100 ,11.8
128, University Blue/University Red-White ,178,100,539,-42.9,Nike LeBron 3 Houston Oilers (2019), 06/22/2019 ,175, AO2434-400 ,34.1
111, Black/Vast Grey-Oil Grey-Gunsmoke ,95,78,541,-55.6,Nike Zoom Pegasus 35 Turbo Black Vast Grey, 08/02/2018 ,180, AJ4114-001 ,19.8
144, White/Deep Royal Blue ,125,132,543,46.7,Nike Air Force 1 Low White Deep Royal, 12/25/2018 ,90, AO2423-103 ,12.3
122, Light Aqua/Black-White ,105,97,562,-11.5,Nike Air More Uptempo Tiffany (GS), 09/03/2019 ,130, 415082-403 ,16.4
147, Black/White-Metallic Silver ,140,142,567,-18.4,Nike Air VaporMax Flyknit 3 Oreo (W), 05/02/2019 ,190, AJ6910-001 ,8.1
124, Black/Pure Platinum-Black-White ,150,100,573,50,Nike Air Force 1 Flyknit 2 Black Pure Platinum, 05/01/2019 ,110, AV3042-001 ,10.1
144, Black/Black ,200,114,592,-5.1,Nike LeBron 17 Global Currency, 12/13/2019 ,200, BQ3177-001 ,10.7
123, Black/Black-Black ,120,111,593,-28.9,Nike Air VaporMax 2019 Triple Black (W), 01/10/2019 ,190, AR6632-002 ,7.8
166, Black/Noble Red-Reflect Silver ,190,164,599,,Nike Air VaporMax Plus Black Noble Red, 09/25/2019 ,190, 924453-021 ,5.7
85, Black/Vast Grey-Off Noir ,65,67,617,-46.7,Nike Air Max 270 React Optical, 07/03/2019 ,150, AO4971-001 ,16.5
77, Black/White-Orange Blaze ,85,62,643,,Nike Cortez Day of the Dead (2019), 10/25/2019 ,, CT3731-001 ,11.9
96, Black/White-Bright Crimson ,80,77,675,-38.5,Nike Kyrie 6 Jet Black White, 11/22/2019 ,130, BQ4630-001 ,13
122, Club Gold/Black-Pure Platinum-Desert Sand-Sail-University Red ,135,97,675,2.3,Nike Air Max 1 Inside Out Club Gold Black, 07/30/2019 ,130, 858876-713 ,20.7
116, White/White-White ,90,79,759,16,Nike Air Force 1 Sage Low Triple White (W), 10/05/2018 ,100, AR5339-100 ,16.8
149, White/Midnight Navy-Ginger ,165,113,818,-43,Nike LeBron 16 Air Trainer Medicine Ball, 03/29/2019 ,200, CD7089-100 ,14.9
172, White/Thunder Blue-Wolf Grey-Turf Orange ,220,229,832,130,Nike Cortez Basic Slip Kendrick Lamar White, 10/14/2018 ,100, AV2950-100 ,9.3
,,,,,,,,,,
142, Blue Glaze/Photo Blue-Blue Tint ,140,152,877,33.1,Nike KD 12 Blue Glaze, 11/01/2019 ,150, AR4229-400 ,12.4
374, Multi-Color/Black-White ,302,317,893,-4.3,Nike Adapt BB Multi-Color (US Charger), 10/04/2019 ,350, AO2582-900 ,8.1
108, Barely Volt/Hyper Crimson-Blue Gaze-Volt-White ,135,110,902,-14.9,Nike React Presto Barely Volt, 05/16/2019 ,120, AV2605-700 ,16.8
455, White/Black-Cement Grey ,500,383,72,-87.5,Nike Adapt BB 2.0 Oreo (US Charger),,400, BQ5397-101 ,229.4
137, Black/Black/Royal ,133,103,821,29.5,Nike Air Force 1 Type Black Royal, 11/14/2019 ,140, AT7859-001 ,17.6
113, Gym Red/Black-Canyon Gold-Orange Peel ,182,120,873,-9.7,Nike Air Force 1 Low Chinese New Year (2019), 04/06/2019 ,130, AT4144-601 ,39.9
202, Anthracite/University Red-Black-Black ,225,187,899,172.2,Nike Air Force 1 Low Anthracite, 10/01/2019 ,90, BQ4326-001 ,17.9
198, White/White-White ,277,145,900,20,Nike Air Force 1 Low John Elliott White, 10/13/2018 ,150, AO9291-100 ,27.3
98, Atmosphere Grey/White-Fresh Mint-Black ,130,80,959,-9.1,Nike Air Max 1 Atmosphere Grey Fresh Mint, 05/01/2019 ,110, AH8145-015 ,27.1
236, Racer Pink/Black-Photo Blue-White ,310,225,994,32.7,Nike Air Presto Mid Acronym Racer Pink, 09/20/2018 ,200, AH7832-600 ,11.7
104, Black/Wolf Grey-Anthracite ,130,95,1010,-13.6,Nike Air Max 90 Black Wolf Grey, 01/01/2017 ,110, 537384-053 ,28.5
219, White/White-Game Royal-Habanero Red ,335,199,1020,8.7,Nike Air Foamposite One USA (W), 07/01/2019 ,230, AA3963-102 ,18
148, Black/Black-Sail ,170,108,1109,-27.4,Nike Daybreak Undercover Black Sail (W), 06/21/2019 ,160, CJ3295-001 ,36
149, White/Obsidian-Total Orange ,240,109,1112,-30,Nike Air More Uptempo 96 Denim, 08/10/2019 ,170, CJ6125-100 ,16
75, Black/Laser Fuchsia-Blue Fury ,75,70,1130,-31.8,Nike Air Max 1 Jelly Swoosh Black Fuchsia Blue Fury, 02/01/2019 ,110, CI2450-001 ,15.9
173, Black/Multi-Color ,196,155,1133,54.2,Nike Air Force 1 Low NYC Parks, 12/05/2019 ,130, CT1518-001 ,30.6
711, Black/White-Cone-Black ,900,520,1170,455.4,Nike Blazer Mid Off-White Grim Reaper, 10/03/2018 ,130, AA3832-001 ,15.4
199, Chlorine Blue/Black-Copa ,241,138,1180,2.5,Nike LeBron 7 All-Star (2020), 02/12/2020 ,200, CU5646-400 ,10.2
141, White/Black ,155,133,1251,40.8,Nike Air Force 1 Low Snakeskin (2019), 11/25/2019 ,130, BQ4424-100 ,10.5
455, White/Black-Cement Grey ,500,383,72,-87.5,Nike Adapt BB 2.0 Oreo (US Charger),,400, BQ5397-101 ,229.4
150, White/Black-White ,135,100,90,42.3,Nike Air Force 1 Low Zip Swoosh White, 04/24/2020 ,130, CW6558-100 ,22.2
162, White/Metallic Gold-Black ,173,175,93,14.6,Nike Kyrie 5 BHM (2019), 02/01/2019 ,130, BQ6237-100 ,21.8
280, Black/Black-Barely Volt-Black ,230,170,94,-3.5,Nike Zoom Double Stacked Black (W), 07/02/2020 ,230, CI0804-001 ,26.3
116, Sail/Blue-Red-Yellow ,105,105,98,-28,Nike Air Max 270 React Brand Heritage (W),,150, CT1634-100 ,5
157, Summit White/Pure Platinum-Ghost Green-White ,125,130,108,-35.6,Nike Air VaporMax 360 Summit White Ghost Green, 01/01/2020 ,225, CK2718-100 ,4.4
170, Wolf Grey/Black-White ,170,179,111,28.9,Nike Air Max Plus Wolf Grey,,160, 852630-021 ,17.9
102, Particle Beige/Particle Beige-Terra Blush-Light Cream ,156,150,116,31.8,Nike Air Force 1 High Utility Particle Beige (W), 11/02/2018 ,110, AJ7311-200 ,12.5
148, Track Red/Pink Foam-Magic Flamingo-White ,115,130,118,-37.5,Nike Air VaporMax Flyknit 3 Track Red Magic Flamingo (W), 01/25/2020 ,200, CU4756-600 ,9.2
93, White/Sail/Light Bone ,115,89,125,-8,Nike Blazer Mid '77 Vintage White,,100, BQ6806-106 ,19.2
105, Pure Platinum/White ,140,98,125,-62.5,Nike Air Max 720 Saturn Pure Platinum, 04/13/2019 ,200, AO2110-003 ,30.1
100, Black/White-Metallic Silver-Wolf Grey ,80,89,135,-46.1,Nike Air Max Tailwind 4 Black White, 10/01/2019 ,160, AQ2567-004 ,12.5
64, Black/Coral Stardust/Light Soft Pink/Volt ,45,50,149,-57.1,Nike React Element 55 Premium Black Coral Stardust (W),,140, CD6964-002 ,10.8
190, Hyper Royal/Laser Crimson-Black ,130,137,151,-13,Nike Air Max Plus 3 Parachute,,190, CU4710-400 ,13.9
140, Red/Yellow-Royal-Green ,200,109,152,,Nike Blazer Mid 77 Vintage Coming to America,,, CW3044-600 ,11.8
144, Wheat/Cosmic Clay-Black ,130,105,159,18.6,Nike Air Max 90 Wheat Black, 11/01/2019 ,120, AJ1285-700 ,13.3
197, Pure Platinum/White-Black ,189,167,170,-43,Nike Mercurial Superfly 360 Elite FG Lvl Up Pure Platinum, 01/01/2019 ,300, AJ3547-009 ,21
68, Black/Black-Tour Yellow-White ,47,48,171,-63.6,Nike React Element 55 PRM Sunrise, 05/02/2019 ,140, BQ9241-001 ,14.7
124, White/Metallic Silver-Max Orange-White ,105,99,173,-21.8,Nike Shox TL White Metallic Silver (W), 05/01/2019 ,170, AR3566-100 ,11.8
1859, White/White-Sail ,2078,1600,179,1191.2,Nike Air Force 1 Low Off-White, 11/01/2017 ,170, AO4606-100 ,15.3
65, Deep Jungle/Black-Wolf Grey ,50,45,183,-70,Nike ACG React Terra Gobe Deep Jungle, 05/09/2019 ,150, BV6344-300 ,13.9
169, Summit White/Metallic Silver ,130,161,188,-11.8,Nike Air Max 97 Iridescent White (W), 07/18/2019 ,170, CJ9706-100 ,10.7
97, Photo Blue/Wolf Grey-Orange Peel-Black-White-Metallic Silver ,95,72,196,-44.1,Nike Air Max Plus Deluxe, 02/09/2019 ,170, 815994-400 ,23.7
94, Club Gold/Flat Gold/Wheat/Light Bone ,83,70,198,-44,Nike Air Max 270 React Reggae, 09/19/2019 ,150, AO4971-700 ,14.2
154, Black/Black-Black ,160,178,200,35.8,Nike Air Huarache Run Ultra Triple Black, 01/01/2017 ,120, 819685-002 ,16.4
100, Black/White/Chrome Yellow/Bright Crimson ,100,90,202,-19.2,Nike Air Max 98 Black White Yellow Crimson, 10/26/2019 ,160, 640744-016 ,14.2
249, Wolf Grey/Electric Green ,300,250,211,25,Nike Kobe NXT 360 Multi-Color,,200, AQ1087-003 ,10.8
99, White Pure Platinum Black ,85,74,226,-40,Nike Epic React Flyknit 2 White,,150, BQ8928-101 ,23.1
103, Black/University Red-University Gold ,90,91,232,9,Nike Mamba Fury Alternate Bruce Lee, 05/08/2020 ,100, CK2087-002 ,14.5
143, White/Aurora-Cosmic Clay-Black ,150,148,235,-5.3,Nike Air VaporMax Plus Aurora Cosmic Clay, 08/24/2019 ,190, 924453-107 ,9
143, White/Speed Yellow-Pale Ivory-White ,175,110,240,22.7,Nike Air Force 1 Low Daisy, 04/04/2020 ,110, CW5571-100 ,8.8
75, White/White ,78,82,246,-4.7,Nike Air Force 1 Mid White 2014 (GS), 01/01/2014 ,85, 314195-113 ,10.9
83, Pale Vanilla/Midnight Turquoise-Laser Orange-Hyper Crimson ,140,81,248,-17.5,Nike React Presto Seahorse, 10/09/2019 ,120, AV2605-201 ,11.8
90, Black/White-Pure Purple ,125,69,248,-40,Nike Air Force Max CB OG (2019), 01/01/2019 ,150, AJ7922-004 ,16.9
88, White/Teal ,96,72,257,-59.4,Nike Air Max 720 White Teal,,180, AO2924-101 ,14.3
245, Black/University Gold ,260,180,258,25,Nike Kobe A.D. Lakers Black Mamba, 12/23/2017 ,160, AQ5164-001/AQ5163-001 ,16.2
114, Rose Gold/Moon Particle-Summit White ,135,110,273,-47.4,Nike Air VaporMax 2019 Rose Gold (W), 05/01/2019 ,190, AR6632-601 ,29.7
