avg_sale_price,color,highest_bid,lowest_ask,number_of_sales,price_premium,product_title,release_date,retail_price,style,volatility
224, Navy Heather/Multi-Color-Black ,241,120,1879,9.8,Nike LeBron 17 Monstars, 02/13/2020 ,225, CD5050-400/CD5051-400 ,17.7
164, White/Electric Green-Black ,210,143,3719,20,Nike Waffle Racer Off-White White (W), 12/12/2019 ,150, CD8180-100 ,10.6
130, University Red/Blue Void-White ,150,98,60,-0.9,Nike Blazer Mid 77 Vintage Tie Dye, 07/21/2020 ,110, CZ7874-600 ,5.3
3490, Orange/Electric Green-Black-Gum Medium Brown ,4901,3599,116,5095.5,Nike SB Dunk Low Grateful Dead Bears Orange, 07/24/2020 ,110, CJ5378-800 ,15.8
116, White/Light Smoke Grey-Particle Grey-Obsidian ,96,116,177,-1.7,Nike Air Max 90 White Grey Obsidian, 05/01/2020 ,120, CT4352-100 ,11.7
123, White/Hydrogen Blue ,110,110,179,60,Nike Air Force 1 Low White Hydrogen Blue (GS), 06/01/2020 ,75, CD6915-103 ,18.1
190, Blue Void/Rugged Orange-Blue Void-University Gold ,200,158,439,-26.1,Nike Air Foamposite One Blud Void Rugged Orange, 05/21/2020 ,230, CJ0303-400 ,12.4
123, Multi-Color/White ,100,98,864,33.3,Nike ACG Air Deschutz Be True (2020), 06/22/2020 ,90, CU9189-900 ,6.6
129, Black/Black-Anthracite ,200,119,1145,-12.5,Nike Air Max 95 Essential Triple Black, 07/01/2019 ,160, AT9865-001 ,16.5
137, White/White-Magic Flamingo-White ,115,85,1765,9.1,Nike Air Force 1 Shadow White Magic Flamingo (W), 01/20/2019 ,110, CI0919-102 ,14.2
155, Barely Volt/Volt-Photo Blue-Total Orange ,200,109,1979,-17.5,Nike PG 4 Gatorade All-Star (2020), 02/13/2020 ,120, CD5078-700/CD5086-700 ,24.8
345, Smoke Grey/Bright Crimson-University Red-White ,400,345,24,46.8,Nike Air VaporMax 2020 Flyknit Smoke Grey Multi-Color, 07/30/2020 ,250, CZ9313-001 ,6.3
213, Blue Void/Gum Light Brown-White-University Red ,245,169,290,-17.4,Nike Air Foamposite Pro Blue Void University Red, 06/16/2020 ,230, CJ0325-400 ,24.2
146, Black/Bright Crimson ,130,125,815,-32.2,Nike Air Foamposite One Cracked Lava, 01/19/2020 ,230, 314996-014 ,10.8
122, White/Honeycomb-Vast Grey-Iron Grey ,155,99,950,7.1,Nike React Vision Honeycomb, 02/06/2020 ,140, CD4373-100 ,12.8
100, White/White-Metallic Platinum-Pure Platinum ,92,98,1338,-83.3,Nike Air Max 720 Pure Platinum, 03/30/2019 ,180, AO2924-100 ,92.7
268, Vast Grey/Hyper Crimson-White-Ice Blue ,325,170,1433,207.7,Nike Space Hippie 01 Vast Grey Hyper Crimson, 07/03/2020 ,130, CQ3986-001 ,15.2
142, Amarillo/White-Black-Metallic Gold ,170,132,649,-12.9,Nike Air Max 97 Olympic Rings Pack Yellow, 01/07/2020 ,170, CI3708-700 ,14.5
106, Black/Metallic Silver-University Gold-Flash Crimson-Kinetic Green-Psychic Purple ,150,93,983,-48.9,Nike Air Max 720 Black Neon Streaks, 06/25/2019 ,180, AO2924-023 ,19.6
128, Ghost Aqua/Total Crimson-Black ,151,85,1345,-53.1,Nike React Runner ISPA Ghost Aqua Total Crimson, 06/06/2019 ,160, CT2692-400 ,39
110, Black/Black-Green Spark-Gum Light Brown ,130,98,1448,-26.9,Nike Air Force 1 Low City of Dreams, 02/22/2020 ,130, CT8441-002 ,15.2
143, Mystic Navy/White-Echo Pink-Gym Red ,170,134,1805,65.5,Nike Air Force 1 Shadow Mystic Navy (W), 10/03/2019 ,110, CI0919-400 ,15.5
137, White/University Red-Summit White-Midnight Navy ,235,142,2005,78.9,Nike SB Blazer Mid Edge Hack Pack White, 01/13/2020 ,95, CI3833-100 ,11.9
185, Orange/Green-Blue ,200,179,6967,42.3,Nike Kyrie 5 Spongebob Pineapple House, 10/24/2019 ,130, CJ6950-800/CJ6951-800 ,10.5
467, Black/White ,750,310,8361,125,Nike Air Force 1 Low G-Dragon Peaceminusone Para-Noise, 11/23/2019 ,200, AQ3692-001 ,28.1
107, White/Black-White ,90,84,166,-11.1,Nike Air Force 1 Low White Black Midsole, 06/27/2020 ,90, CK7663-101 ,19.5
84, Wolf Grey/Black-Dark Grey-Total Orange ,67,62,188,-46.9,Nike Air Max 270 React Winter Wolf Grey Total Orange, 11/09/2019 ,160, CD2049-006 ,9.1
140, White/Pure Platinum-Reflect Silver-White ,180,91,207,6.9,Nike Air Max 95 White Pure Platinum, 07/01/2019 ,160, AT9865-100 ,16.3
184, Sail/Bright Crimson ,210,154,258,63.6,Nike SB Dunk High Sail Bright Crimson,,110, CV9499-100 ,13.3
95, White/Black-Laser Fuchsia-Volt ,188,90,354,-43.3,Nike Air Max 270 White Black Fuchsia Volt, 04/19/2019 ,150, AH8050-109 ,7.3
99, White/Pink Rise-Laser Fuchsia ,90,77,391,-56.1,Nike Air Max 720 White Pink Rise Laser Fuchsia (W), 04/11/2019 ,180, AR9293-103 ,8.1
178, Black/Summit White-Menta-Orange Trans ,145,141,436,,Nike Air Zoom Type Menta, 06/05/2020 ,, CJ2033-010 ,12.4
91, White/Black-Volt-Rush Pink ,140,80,517,-50,Nike Air Max 97 White Black Volt Rush Pink, 04/01/2019 ,160, CI9871-100 ,8.7
142, Amarillo/White-Black-Metallic Gold ,170,132,649,-12.9,Nike Air Max 97 Olympic Rings Pack Yellow, 01/07/2020 ,170, CI3708-700 ,14.5
157, White/Pure Platinum-Metallic Silver-White ,140,134,684,-18.4,Nike Air VaporMax Flyknit 3 Pure Platinum (W), 04/01/2019 ,190, AJ6910-100 ,3.6
131, White/Black-Pure Platinum-Bright Crimson ,115,109,781,-20,Nike Air Max 2090 Pure Platinum, 03/26/2020 ,150, CT7695-100 ,10.2
98, Dusty Peach/Atmosphere Grey-Deep Royal Blue-Lucid Green-Amarillo-Hyper Grape ,70,69,1023,-38.4,Nike React Element 87 Dusty Peach, 04/30/2019 ,160, AQ1090-200 ,13.9
86, Black/Multi-Color-Photo Blue ,106,89,1115,-17.5,Nike Zoom Freak 1 Black Multi Photo Blue, 09/27/2019 ,120, BQ5422-004 ,9.3
154, Black/Black-Psychic Purple-Flash Crimson-University Gold-Kinetic Green ,175,156,1228,-8,Nike Air VaporMax 2019 Windbreaker, 07/01/2019 ,200, CI1240-023 ,14.5
88, White/White-Pure Platnium ,90,88,1288,-37.9,Nike Air Huarache White Platinum, 05/04/2014 ,140, 318429-111 ,30
142, Black/Total Orange-Battle Blue ,235,137,1628,-28.3,Nike Air Foamposite Pro Knicks, 09/20/2019 ,230, 624041-010 ,5.8
142, Atmosphere Grey/Habanero Red-Thunder Grey-Amarillo-Racer Blue-Lucky Green ,200,113,2320,22.9,Nike Air Max 97 Nintendo 64, 09/25/2019 ,170, CI5012-001 ,13.6
261, Daybreak/Barn-Plum ,412,385,5303,329.5,Nike Dunk Low Plum (2020), 02/07/2020 ,100, CU1726-500 ,6
114, Black/Black-Black ,161,87,392,-37.1,Nike Air Max 97 OG Triple Black (GS), 01/01/2018 ,140, AV4149-001 ,2.6
202, Opti Yellow/Psychic Pink-Light Thistle-Aurora ,180,169,396,-5.5,Nike Air VaporMax Plus Pastel (W), 03/16/2020 ,200, CW5593-700 ,7.6
95, Black/Wheat-Cosmic Clay ,122,70,524,-46.9,Nike Air Max 95 Black Wheat, 09/16/2019 ,160, AT9865-014 ,17
205, Beige/Pale Ivory-Pink ,240,183,525,81.8,Nike Air Force 1 Shadow Beige Pale Ivory (W), 01/01/2020 ,110, CU3012-164 ,3.2
109, White/Metallic Silver-Black ,128,85,702,-57.5,Nike Air More Uptempo 720 White Metallic Silver,,200, BQ7668-100 ,7.5
97, Sail/Lucid Green-Gum Yellow ,110,100,874,4,Nike Killshot 2 Leather J Crew, 05/20/2019 ,90, 432997-111 ,14.2
131, Black/Black-Pink Blast ,220,108,930,-26.8,Nike Air VaporMax Flyknit 3 Black Pink Blast (W), 01/01/2019 ,190, AJ6910-006 ,12.2
113, White/Hyper Royal-Black-Particle Grey ,115,95,1004,-20.8,Nike Air Max 90 Recraft Royal, 02/01/2020 ,120, CD0881-102 ,7
241, Vast Grey/Hyper Crimson-White-Ice Blue ,260,140,1173,39.3,Nike Space Hippie 02 Vast Grey Hyper Crimson, 07/03/2020 ,150, CQ3988-001 ,15.8
160, Multi-Color/Black-Gum ,400,186,3792,,Nike SB Dunk High Spectrum, 01/31/2020 ,, CN8345-001 ,7.2
568, Pink/Red-White ,1350,985,4911,850,Nike SB Dunk Low StrangeLove Skateboards (Regular Box), 02/08/2020 ,100, CT2552-800 ,5.3
113, White/Metallic Gold-University Red-Midnight Navy ,105,108,237,-26.9,Nike Air More Uptempo Olympic 2020 (GS), 06/01/2020 ,130, 415082-104 ,6.5
98, Mystic Green/White-Gold Suede-Light Current Blue-Pink Blast-Medium Violet ,70,73,358,-39.2,Nike Air Max 200 Mystic Green (W), 07/19/2019 ,120, AT6175-300 ,24.1
177, White/White-Ice ,180,168,405,4.1,Nike Air Max 97 White Hot, 03/18/2020 ,170, CT4526-100 ,4.8
80, White/Racer Blue-Black ,90,74,488,-40.6,Nike Zoom Vomero 5 White Racer Blue Black, 04/17/2019 ,160, CI1694-100 ,21.8
125, White/White-Black ,141,108,490,57.3,Nike Air Force 1 Low Double Air Low White Black,,110, CJ1379-100 ,13
164, Tulip Pink/Wolf Grey-Active Fuchsia ,120,82,787,-44.8,Nike LeBron Icon John Elliott Tulip Pink, 09/14/2019 ,250, AQ0114-600 ,14.3
152, Black/University Red-White ,145,98,974,-32.5,Nike LeBron 17 Infrared, 01/24/2020 ,200, BQ3177-006/BQ3178-006 ,15
144, White/Obsidian/University Red ,315,144,1330,177.8,Nike Air Force 1 Low '07 White Obsidian, 06/19/2019 ,90, CI0057-100 ,23.9
149, Black/Black/Black ,180,160,2921,38.1,Nike Air Max 97 Triple Black,,160, BQ4567-001 ,9.7
140, Phantom/University Gold-University Red-Black-Kinetic Green-Hyper Royal ,203,130,3760,6,Nike Air Max 270 React Bauhaus, 07/03/2019 ,150, AO4971-002 ,22.3
278, Midnight Navy/Varsity Crimson-White ,230,205,86,6.7,Nike LeBron 17 Graffiti Remix, 07/28/2020 ,225, CT6052-400/CT6057-400 ,7.4
91, Black/Oil Grey-Oil Grey-Black ,71,67,400,-58,Nike Air Max 270 React Hip Hop Triple Black, 10/01/2019 ,150, AO4971-003 ,21.2
91, Black/Hyper Jade-Bleached Coral-Space Purple ,200,73,450,-47.3,Nike Air Max 270 Have a Nike Day, 03/01/2019 ,150, CI2309-001 ,14
98, White/Game Royal-University Gold-Black ,170,72,747,-34.6,Nike Air Max 1 SE Windbreaker, 06/20/2019 ,130, AO1021-102 ,20.8
644, Black/Black-Cone-White ,960,540,2815,363.1,Nike Air Max 90 OFF-WHITE Black, 02/07/2019 ,160, AA7293-001 ,20.2
212, Wheat Gold/Brown ,185,195,21,24.8,Nike ISPA Overreact Sandal Wheat, 07/31/2020 ,160, CQ2230-700 ,3.6
131, True White/White-Pure Platinum ,130,84,282,-28.7,Nike Epic React Flyknit True White, 06/28/2018 ,150, AQ0067-102 ,13.1
125, Black/White-Anthracite ,120,105,388,-26.3,Nike Air Max 2017 Black Anthracite, 01/01/2017 ,190, 849559-001 ,13.1
147, White/Black-Total Orange-Light Smoke Grey ,130,103,665,-14.2,Nike Air Max 90 Recraft Total Orange, 04/06/2020 ,120, CW5458-101 ,14.4
111, Varsity Red/Varsity Red ,125,99,536,-40.6,Nike Air Max 95 Triple Red, 10/01/2019 ,160, CQ9969-600 ,16.9
143, Black/White-Black-Metallic Gold ,135,131,592,-17.6,Nike Air Max 97 Olympic Rings Pack Black, 01/07/2020 ,170, CI3708-001 ,8.3
103, White/Green-Purple ,95,85,683,,Nike Air Force 1 Low Pregame Pack Music De'Aaron Fox and Brittney Griner, 05/14/2020 ,, CW6015-100 ,4.7
134, Active Fuchsia/Laser Fuchsia-Psychic Pink-Metallic Silver-Black ,155,132,689,-17.9,Nike Air VaporMax 2019 Active Fuchsia (W), 01/10/2019 ,190, AR6632-600 ,22.5
141, Parachute Beige/Desert Ore-Sail-Phantom ,80,89,744,-68,Nike LeBron Icon John Elliott Parachute Beige, 09/10/2019 ,250, AQ0114-200 ,16.1
114, Black/Cement Grey-Imperial Blue ,100,77,914,-39.2,Nike Air Max 1 Time Capsule Pack, 11/27/2019 ,130, CT1623-001 ,14
136, Black/White-Laser Crimson ,215,128,1006,-13.8,Nike Air More Uptempo Black White Laser Crimson, 12/19/2019 ,160, CJ6129-001 ,9.7
121, Black/Blue Lagoon-Laser Fuchsia-Metallic Silver ,150,115,1020,-39.5,Nike Air VaporMax Flyknit 3 Throwback Future, 03/21/2019 ,190, AJ6900-007 ,12.6
131, Black/Dark Grey-Black ,131,120,1044,19.2,Nike SB Dunk High FPAR, 10/25/2019 ,125, BV1052-001 ,7.9
102, Black/Flash Crimson-Kinetic Green-Psychic Purple-University Gold-White ,150,78,1393,-34.6,Nike Air Max 1 Windbreaker, 07/01/2019 ,130, AO1021-023 ,33.4
146, White/White-Pure Platinum ,139,144,1614,-1.3,Nike Air Max 97 White Pure Platinum (W), 07/01/2018 ,160, 921733-100 ,7.6
96, Sail/Midnight Navy-Gum Yellow ,79,82,1804,-20.1,Nike Killshot 2 J Crew Sail Midnight Navy, 02/25/2017 ,90, 432997-107 ,16.3
77, Black/Dark Grey-Black ,84,65,2211,-42.3,Nike React Element 55 Triple Black, 12/03/2018 ,130, BQ6166-008 ,20.6
149, Black/Shadow Grey-White ,338,249,3991,244.4,Nike SB Dunk Low J-Pack Shadow, 02/04/2020 ,90, BQ6817-007 ,10
233, Metallic Gold/Metallic Gold-Midnight Navy-White ,250,227,4061,116.4,Nike SB Dunk Low Supreme Jewel Swoosh Gold, 09/14/2019 ,110, CK3480-700 ,12.2
206, Pistachio Frost/Metallic Silver ,201,170,83,20.7,Nike Air Zoom Spiridon Cage 2 Pistachio Frost,,140, CW5376-301 ,12.1
137, Black/Anthracite-White-Metallic Gold ,100,115,100,14.7,Nike Air Max Koko Black White (W), 04/10/2020 ,100, CI8798-002/CW9705-001 ,8.5
300, Multi-Color/Multi-Color ,415,290,155,45,Nike LeBron 17 What The,,200, CV8079-900/CV8080-900 ,11.7
115, Pure Platinum/White-Hyper Crimson-Indigo Fog ,125,98,290,-10.9,Nike Air Force 1 Low Pure Platinum Indigo Fog, 05/18/2020 ,110, CK4383-001 ,22.1
170, Sail/Black-White ,201,123,428,-26.5,Nike Air Max 97 Reflective Logo Cream, 08/07/2018 ,170, AR4259-100 ,36.9
2869, White/Lagoon Pulse-Black-University Gold ,2500,1600,456,,Nike SB Dunk Low Ben & Jerry's Chunky Dunky (F&F Packaging), 05/23/2020 ,, CU3244-100 ,9.6
172, Light Cream/Starfish-Dark Hazel Style ,181,143,495,-5.9,Nike Air Max 270 React Travis Scott Cactus Trails (PS), 05/29/2020 ,135, CV2414-200 ,22.9
82, Black/Black-Sapphire-Lime Blast-Hyper Pink-Blue Tint ,80,47,537,-53.3,Nike Epic React Flyknit 2 Black Sapphire Hyper Pink, 01/31/2019 ,150, BQ8928-003 ,16.8
178, Obsidian/Metallic Gold-Blue Force ,160,127,589,-30.3,Nike LeBron 16 Low Agimat, 08/30/2019 ,175, CJ9919-400 ,18.5
418, Black/Green ,400,350,144,-2.8,Nike Adapt Auto Max Black Green (US Charger), 06/18/2020 ,400, CI5018-001/CW7271-001 ,12.4
108, Pure Platinum/Black-Volt-Bright Crimson ,100,100,751,-36.8,Nike Air VaporMax 2019 Retro Future, 04/11/2019 ,190, AR6631-007 ,32.3
98, Black/Iron Grey-Off Noir ,96,80,788,26.7,Nike ACG Air Deschutz Triple Black, 05/14/2020 ,75, CT2890-005 ,7.4
344, Dark Grey/Multi-Color ,340,280,926,-20.3,Nike Adapt BB Dark Grey (US Charger), 04/19/2019 ,350, AO2582-004 ,11.4
161, White/Sport Blue-Game Royal-Sail ,165,134,931,25,Nike Air Max 90 City Pack Paris (2020), 02/10/2020 ,140, CQ0912-100 ,10.1
93, White/White-Deep Royal Blue ,95,80,941,-20.8,Nike Air Max 1 White Red Blue, 05/05/2019 ,120, CJ9927-100 ,17.6
269, Electric Green/Black-Guava Ice ,295,221,1306,37.6,Nike ZoomX Vaporfly Next% Volt, 04/28/2019 ,250, AO4568-300 ,9.5
170, Black/White-Eggplant-Amarillo ,194,153,1640,10,Nike LeBron 17 Lakers, 10/10/2019 ,200, BQ3177-004/BQ3178-004 ,8.8
267, Light Bone/Black-White ,320,229,1978,-5.3,Nike Air Fear of God Raid Light Bone, 04/27/2019 ,190, AT8087-001 ,27.1
314, Varsity Red/Varsity Red-White-Black ,360,270,6358,174.9,Nike SB Dunk Low Supreme Jewel Swoosh Red, 09/14/2019 ,110, CK3480-600 ,4.1
152, Fossil/Black-Summit White-Metallic Silver ,145,118,142,-47.1,Nike Air VaporMax 360 Fossil (W), 02/01/2020 ,225, CK2719-200 ,22.7
138, Blue Void/Hyper Pink-Thunderstorm ,130,131,144,6.2,Nike Air Max 1 Golf No Denim Allowed Navy, 12/02/2019 ,140, CI6876-400 ,9
48, Summit White Black Blue Hero Volt Glow ,41,39,178,-55,Nike Free RN 5.0 Summit White,,100, AQ1289-100 ,13.3
98, Medium Olive/Sequoia/Gold/Black ,150,78,221,,Nike Air Force One Low Gore-Tex Medium Olive,,, CK2630-200 ,41
87, Mystic Red/Pink Blast/Habanero Red/Bright Crimson ,90,60,280,-54,Nike Air Max 270 React Electronic Music, 09/19/2019 ,150, AO4971-600 ,11.8
180, Black/Chile Red-Magma Orange-White ,135,149,307,8.2,Nike Air Max 97 Black Chile Red Magma Orange, 03/18/2020 ,170, CT4525-001 ,10.7
113, Black/Volt-Blue ,79,72,217,-39.2,Nike Air Max 1 Future Swoosh Pack, 12/20/2019 ,130, CT1624-001 ,14.6
114, White/Pure Platinum ,110,93,225,-20.8,Nike Air Force 1 React White,,120, CT1020-101 ,20.2
188, Black/Metallic Gold-White ,170,165,232,-28.6,Nike Air VaporMax Flyknit 3 Black Barely Rose (W), 12/15/2019 ,210, CU4748-001 ,14.1
135, Obsidian/Club Gold-White-Obsidian ,145,76,243,50.5,Nike SB Nyjah Free 2 Spiridon Olympic, 06/26/2020 ,105, BV2078-400 ,7
123, Electric Green/Bio Beige-Phantom-Black ,145,113,274,-31.1,Nike Zoom Pegasus Turbo 2 Electric Green,,180, AT2863-300 ,15.6
190, Navy/Teal-Orange-White ,166,146,274,92.3,Nike Air Trainer SC High Miami Dolphins,,130, CW6023-401 ,12.1
127, White/University Red-White ,100,91,308,13.8,Nike Air Force 1 Low White Red Midsole, 06/27/2020 ,90, CK7663-102 ,17.4
113, Neutral Grey/University Red-Light Graphite ,100,101,435,-30,Nike Air Max 270 React Safari Grey Red,,150, CT2535-001 ,11.4
122, Summit White/Summit White-Team Orange ,115,110,457,5.5,Nike Air Force 1 Shadow Summit White Team Orange (W), 04/23/2020 ,110, CQ9503-100 ,9.6
170, Sand/Royal-Pink-Brown ,208,123,513,,Nike Air Max 97 Corduroy Desert Sand, 11/30/2019 ,, CQ7512-046 ,12.4
182, Black/Orange ,200,120,672,22.9,Nike Air Force 1 Low Shibuya Halloween, 10/30/2019 ,140, CT1251-006 ,11.6
127, Black/Limelight-Cosmic Fuchsia-White ,240,119,843,-1.7,Nike Air Force 1 Shadow Removable Patches Black Pink (W), 01/07/2020 ,120, CU4743-001 ,21.4
85, White/Photo Blue-Total Orange-Midnight Navy-Dark Grey ,160,77,883,-29.1,Nike Air Max 90 White Photo Blue Total Orange, 05/01/2019 ,110, AJ1285-104 ,23
107, Black/Yellow-Orange ,138,119,934,12.5,Nike SB Dunk High Truck It, 02/01/2020 ,120, BQ6826-003 ,17
191, Black/White-Black-Fresh Water ,285,149,1093,60.9,Nike SB Dunk Mid Griffey, 04/01/2020 ,115, CV5474-001 ,17.7
114, Baroque Brown/Black ,150,120,1095,35,Nike SB Dunk High Baroque Brown, 10/01/2019 ,100, BQ6826-201 ,8.4
201, Black/Chamois-Sky Blue-Hyper Blue ,287,150,1159,9.4,Nike Air Max Plus OG Hyper Blue (2018), 12/22/2018 ,160, BQ4629-003 ,25.1
124, Black/Black-Black ,120,119,1611,-32,Nike Air Max 270 Triple Black, 03/16/2018 ,150, AH8050-005 ,16.7
174, Spruce Aura/Sail-Black-White ,215,180,1656,124.5,Nike Air Force 1 Shadow Spruce Aura (W), 12/20/2019 ,110, CK3172-002 ,13.9
82, Black ,122,90,1743,-16.7,Nike Air Max 90 Leather Black,,120, 302519-001 ,12.1
1882, University Blue/Metallic Silver-White ,1900,1569,2278,1231.3,Nike Air Force 1 Low Off-White MCA University Blue, 07/20/2019 ,150, CI1173-400 ,9.2
153, White/White/Natural ,179,135,2329,,Nike Air Force 1 DNA White, 01/23/2020 ,, CV3040-100 ,14.4
122, Space Purple/Black-Bleached Coral ,175,114,2488,33.3,Nike Air Max 1 Have a Nike Day, 03/01/2019 ,120, BQ8929-500 ,10.9
197, Wolf Grey/Volt-Black-Dark Smoke Grey ,191,143,42,27.7,Nike Space Hippie 04 Grey Volt, 07/03/2020 ,130, CZ6398-001 ,27
132, White/White-Lemon Venom ,119,127,141,32.7,Nike Air Force 1 Shadow White Lemon (W), 01/01/2020 ,110, CI0919-104 ,25.2
185, White/Hydrogen Blue-Purple ,225,177,155,97.3,Nike Air Force 1 Shadow White Hydrogen Blue Purple (W), 07/01/2020 ,110, CW2630-141 ,6
160, Grey/Volt-Crimson-Black ,124,119,155,7.7,Nike Air Max 90 N7 (2020), 06/21/2020 ,130, CV0264-001 ,14.5
82, Black/Deep Royal Blue/Hyper Royal/University Gold ,60,54,179,-54,Nike Air Max 270 React Heavy Metal, 09/19/2019 ,150, AO4971-005 ,13.7
95, Black/Volt ,220,75,269,-57.3,Nike Air Max Uptempo 95 Black Volt, 09/10/2019 ,150, CK0892-001 ,11.9
146, White/Total Orange-Summit White ,145,136,342,24.5,Nike Air Force 1 Shadow White Total Orange (W), 01/17/2020 ,110, CI0919-103 ,11.4
95, White/Black-Laser Fuchsia-Volt ,188,90,353,-43.3,Nike Air Max 270 White Black Fuchsia Volt, 04/19/2019 ,150, AH8050-109 ,7.3
145, White/Cool Grey/Black ,149,131,391,32.2,Nike M2K Tekno Cool White (W),,90, BQ3378-100 ,13.7
86, Black/Black-Gunsmoke ,90,65,415,-50,Nike Epic React Flyknit 2 Black White, 01/31/2019 ,150, BQ8928-002 ,27.5
95, Dark Grey/Black-White ,100,66,443,-48.8,Nike Zoom Vomero 5 Dark Grey Black White, 04/17/2019 ,160, CI1694-001 ,15.7
89, Black/White ,90,67,515,33.3,Nike Air Max 90 Slide Black White, 12/24/2019 ,75, BQ4635-002 ,8.2
153, Barely Volt/Black ,109,105,581,-42.5,Nike ZoomX Vista Grind Volt (W), 07/04/2019 ,200, BQ4800-700 ,15.5
214, Orange/Orange ,240,197,585,3.2,Nike Air VaporMax Plus Orange (W), 02/01/2020 ,190, CW7011-800 ,14.2
641, White/Cobalt Bliss-Sport Red-Black ,550,500,769,-1.8,Nike Mars Yard Overshoe Tom Sachs, 05/09/2019 ,550, AH7767 101 ,4.7
135, Black/Black-Green Glow ,136,110,810,-15.6,Nike Air Max 97 Matrix, 09/16/2019 ,160, 921826-017 ,16.2
144, Black/Black-Multi-Color ,180,137,888,-11.3,Nike LeBron 17 James Gang, 02/21/2020 ,200, BQ3177-005 ,14.2
224, White/Black-Flash Crimson-Volt ,171,160,321,12.7,Nike Air Zoom Infinity Tour White Black Crimson Volt, 05/25/2020 ,160, CT0540-103 ,9.2
134, Phantom/Light Bone-Black ,163,121,331,-25,Nike React Type GTX Phantom, 01/07/2020 ,160, BQ4737-002 ,9
80, Guava Ice/Vast Grey-University Red-Lucid Green ,80,68,349,-40.8,Nike React Element 55 Guava Ice Vast Grey Lucid Green, 10/01/2019 ,130, CT1142-800 ,14.8
96, White/White-Wolf Grey ,130,74,365,-44.6,Nike Air Max Zero Essential White/White-Wolf Grey,,130, 876070-100 ,15.6
68, Frosted Spruce/Black ,60,65,389,-61.7,Nike Air Force 1 Foamposite Pro Cup Snakeskin, 05/01/2019 ,180, AJ3664-300 ,21.7
201, Bright Citron/Summit White ,235,160,391,-11.6,"Nike LeBron 16 Harlem Fashion Row ""Harlem Stage""", 05/10/2019 ,225, CI1145-700/CI1144-700 ,9.8
87, White/Regency Purple-Spirit Teal-Blue Fury-Nightshade ,87,75,453,-40.8,Nike Air Max Tailwind 4 White Regency Purple Spirit Teal, 06/15/2019 ,170, AQ2567-101 ,4
115, Team Gold/Khaki-Gold-Black ,101,102,471,-26.7,Nike Air Force One Low Gore-Tex Team Gold Khaki, 11/01/2019 ,150, CK2630-700 ,8.2
117, White/Varsity Red-Varsity Royal ,150,78,527,-56,Nike LeBron 16 Superman SuperBron, 12/25/2018 ,200, CD2451-100/CD2450-100 (Overseas) ,17.7
64, White/Varsity Royal-Varsity Red ,70,54,579,-18.7,Nike Cortez Basic Forrest Gump (2019), 01/01/2019 ,75, 819719-103 ,8.8
96, Black/White-Vivid Purple ,90,86,600,42.7,Nike ACG Air Deschutz Black Vivid Purple, 05/14/2020 ,75, CT2890-002 ,6.4
113, Black/Black-Anthracite ,100,122,607,-6.3,Nike Air Max 270 Bowfin Triple Black, 10/21/2018 ,160, AJ7200-005 ,26.8
191, Black/Multi-Color-White ,160,139,618,-5.7,Nike Air Max 95 Greedy (2020), 04/15/2020 ,175, CJ0589-001 ,9.9
145, Black/Blue Fury-Laser Fuchsia-White ,208,128,626,,Nike Air Max Plus Miami Vice, 03/01/2019 ,160, CI2368-001 ,11.8
93, Hyper Jade/Frosted Spruce-Barely Volt-Blue Lagoon-Teal Tint-White ,105,74,907,-53.3,Nike Air Max 270 React Hyper Jade, 07/18/2019 ,150, AO4971-301 ,18.5
384, Black/Multi-Color-Black ,330,313,919,-10,Nike Adapt BB 2.0 Black (US Charger), 02/16/2020 ,400, BQ5397-001 ,8.9
140, Regency Purple/Barely Volt-Total Orange-Regency Purple ,175,113,1097,-5.8,Nike PG 4 Gatorade, 01/17/2020 ,120, CD5078-500 ,26.9
137, Bronze Eclipse/Muslin-Gum Medium Brown-Total Orange ,112,100,1266,19.6,Nike Air Max 1 Houndstooth Bronze Eclipse, 12/09/2019 ,120, CT1207-200 ,9.1
173, Racer Blue/White-White ,180,119,1282,-40.4,Nike LeBron 17 More Than An Athlete, 12/25/2019 ,225, CT3464-400 ,29.3
76, Black/White ,70,70,1486,-46.2,Nike React Element 55 Black White, 09/29/2018 ,130, BQ6166-003 ,13.3
202, Electric Green/Metallic Silver-Sail ,211,189,3943,25.6,Nike Zoom Terra Kiger 5 OFF-WHITE Electric Green (W), 06/24/2019 ,180, CD8179-300 ,10
166, White/Obsidian-University Red ,142,142,72,-5.9,Nike Air Max 97 USA (2020), 06/16/2020 ,170, CW5584-100 ,6.5
203, Black/Metallic Gold ,183,175,120,-22.5,Nike Air VaporMax Plus Black Metallic Gold, 06/01/2020 ,200, CW7299-001 ,21.7
137, White/Celestine Blue-Sail ,160,107,131,7,Nike Blazer Mid 77 White Celestine Blue,,100, BQ6806-109 ,13
167, Multi-Color/Black-White ,275,144,1290,-34.2,Nike Air Max 720 Be True (2019), 06/01/2019 ,190, CJ5472-900 ,33.4
153, Black/Black-White-Black ,180,126,88,-10.7,Nike Air Huarache Gripp Triple Black, 10/20/2018 ,140, AO1730-002 ,27
113, Black/Psychic Purple-Lemon Venom ,115,99,88,25,Nike Mamba Fury Joker, 01/01/2020 ,100, CK2087-003 ,15.9
53, Black Anthracite Volt White ,43,39,113,-56,Nike Free RN 5.0 Black Anthracite,,100, AQ1289-003 ,10.7
